"","Nombre","Direccion","Latitud","Longitud","objectid","shape_leng","dis_elec","cir_sena","cod_comuna","codregion","st_area_sh","st_length_","Region","Comuna","Provincia","cantidad super","CANT_PER","densidad_super"
"265","Supermercado La Oferta","Av. Padre Hurtado Nº 11720",-33.5679385167,-70.6725600667,306,15584.8638776,13,7,13105,13,20608987.1951,18894.4532659,"Región Metropolitana de Santiago","El Bosque","Santiago",7,156013,22287.5714285714
"266","Supermercado Tottus - Open Plaza El Bosque","Av. José Miguel Carrera N° 10375",-33.554025,-70.674988,306,15584.8638776,13,7,13105,13,20608987.1951,18894.4532659,"Región Metropolitana de Santiago","El Bosque","Santiago",7,156013,22287.5714285714
"267","Supermercado Ekono - Observatorio","Observatorio N° 645",-33.560007,-70.672083,306,15584.8638776,13,7,13105,13,20608987.1951,18894.4532659,"Región Metropolitana de Santiago","El Bosque","Santiago",7,156013,22287.5714285714
"268","Supermercado Montserrat - Gran Avenida","Gran Avenida José Miguel Carrera N° 13125",-33.5744,-70.690814,306,15584.8638776,13,7,13105,13,20608987.1951,18894.4532659,"Región Metropolitana de Santiago","El Bosque","Santiago",7,156013,22287.5714285714
"269","Supermercado Santa Isabel - El Bosque","Gran Avenida José Miguel Carrera Nº 9863",-33.5503743,-70.6721025,306,15584.8638776,13,7,13105,13,20608987.1951,18894.4532659,"Región Metropolitana de Santiago","El Bosque","Santiago",7,156013,22287.5714285714
"270","Santa Isabel - Alameda","Av. Libertador Bernardo O`Higgins Nº 3390",-33.4517169,-70.6810379,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"271","Líder Express Las Rejas","Av. Libertar B.O ´Higgins N° 5199",-33.456864,-70.705201,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"272","Unimarc","Av. Las Rejas Sur N° 1279",-33.469132,-70.704688,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"273","Hiper Lider Alameda","Av. Padre Alberto Hurtado Nº 060",-33.455451,-70.690013,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"274","Supermercado Ekono - Las Rejas Sur","Av. Las Rejas Sur N° 854",-33.463876,-70.704987,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"275","Supermercado Montserrat - Av. Gladys Marín","Av. Gladys Marín N° 6950",-33.467693,-70.730109,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"276","Supermercado Ekono - Libertador Bernardo O´Higgins / Concón","Av. Libertador Bernardo O´Higgins N° 4407",-33.454937,-70.696023,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"277","Santa Isabel - Alameda / San Francisco de Borja","Av. Libertador Bernardo O'Higgins Nº 3390",-33.4517169,-70.6810379,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"278","Supermercado Ekono - Capitán Gálvez","Capitán Galvez N° 4285",-33.4683695097,-70.6928022591,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"279","Supermercado Tottus - Mall Plaza Alameda","Av. Libertador Bernardo O'Higgins N° 3470",-33.452033,-70.682412,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"280","Supermercado Hiper Líder - General Velásquez","Av. General Veláquez N° 60",-33.4528201456352,-70.6920969486236,18258,13054.5635243,8,7,13106,13,21220542.6436,22973.0408725,"Región Metropolitana de Santiago","Estación Central","Santiago",11,134672,12242.9090909091
"281","Supermercado Santa Isabel - Enrique Olivares","Av. La Florida Nº 9385",-33.540057,-70.57168,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"282","Supermercado Ekono - Av. Vicuña Mackenna Oriente / Trinidad","Av. Vicuña Mackenna Oriente N° 9840",-33.545718,-70.588084,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"283","Supermercado Carolina","Huacán N° 9611",-33.54247,-70.559711,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"284","Supermercados los Clarines","Doctor Sótero del Río  N° 1105 ",-33.53781769,-70.60825516,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"285","Supermercado Líder - Departamental","Av. Américo Vespucio N° 6325",-33.5118069259,-70.5920934815,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"286","Supermercado Unimarc - Vicente Valdés","Vicente Valdés N° 85",-33.5264369719999,-70.5934611759999,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"287","Supermercados Erbi - Rayén","Rayén N° 1637",-33.5277845772,-70.5786657194,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"288","Hipermercado Santa Amalia LTDA.","Santa Amalia  N° 1763 ",-33.54416228,-70.57104705,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"289","Supermercado Da' Carla","General Arriagada  N° 1091 ",-33.55849657,-70.59956123,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"290","Supermercado Líder - Froilán Roa","Froilán Roa Nº7107",-33.514474,-70.600078,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"291","Santa Isabel ","Av. La Florida Nº 10149",-33.549681,-70.566713,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"292","Supermercado Hiper Líder - La Florida","Av. Américo Vespucio Nº 6325",-33.511908,-70.590836,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"293","Supermercado Santa Isabel - Walker Martínez ","Av. Walker Martínez Nº 1786  ",-33.522381,-70.579008,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"294","Supermercado Lider","Av. Santa Amalia Nº 1763",-33.5436615,-70.5649623,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"295","Supermercado Tottus - La Florida","Av. Américo Vespucio N° 7310",-33.52151,-70.597113,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"296","Supermercado Lider","Av. Américo Vespucio  N° 6325 ",-33.51172277,-70.59145045,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"297","Hiper Vicuna Mackenna","Av. Vicuña Mackenna Poniente N° 7196",-33.520797328,-70.6011757751,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"298","Supermercado Santa Isabel","Av. Trinidad Nº 123",-33.5471167,-70.5900238,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"299","Supermercado Santa Isabel - La Florida / Enrique Olivares","Av. La Florida Nº 9385",-33.539471,-70.571969,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"300","Supermercado Tottus - La Florida","Av. Vicuña Mackenna N° 7310",-33.521664,-70.600277,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"301","Supermercado Unimarc - Av. Vicuña Mackenna / Mirador Azul","Av. Vicuña Mackenna N° 6331",-33.5134368143,-70.6061791007,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"302","Supermercado Ekono - Doctor Sótero del Río","Doctor Sotero del Río N° 831",-33.539232,-70.600657,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"303","Supermercado Líder - Rojas Magallanes ","Av. Mariano Sánchez Fontecilla N° 8968",-33.536403,-70.553978,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"304","Supermercado Ekono - Santa Cecilia","Santa Cecilia N° 11407",-33.561652,-70.57542,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"305","Supermercado Ekono - Colombia / Fukushima","Colombia N° 7111",-33.521534,-70.590397,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"306","Supermercado Montserrat - La Florida I","Av. Americo Vespucio N° 7500 ",-33.519767,-70.595806,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"307","Supermercado Ekono - Santa Raquel","Santa Raquel N° 10968",-33.562198837,-70.5999397902,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"308","Supermercados Montserrat - La Florida II","Av. Vicuña Mackenna N° 12321",-33.566021,-70.58454,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"309","Supermercado Unimarc - Av. Vicuña Mackenna / Sótero del Río","Av. Vicuña Mackenna N° 9090",-33.539431,-70.591303,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"310","Supermercado Jumbo - Florida Center ","Av. Vicuña Mackenna Oriente N° 6100",-33.51082,-70.608579,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"311","Supermercado Líder - Mall Plaza Vespucio","Av. Vicuña Mackenna Nº 7110",-33.5186272222,-70.5972633333,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"312","Santa Isabel - Ecuador","Ecuador Nº 5455",-33.532739,-70.583675,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"313","Supermercado Santa Isabel - El Alba","Av. La Florida N° 10149",-33.5497558333,-70.5669133333,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"314","Supermercado Santa Isabel - Vicuña Mackenna / La Florida ","Av. Vicuña Mackenna Nº 11145",-33.5618479167,-70.58555,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"315","Supermercado Santa Isabel - Walker Martínez / La Florida ","Walker Martinez Nº 1786",-33.5218459188,-70.5795650824,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"316","Supermercado Unimarc - Rojas Magallanes","Rojas Magallanes N° 3638",-33.5359270019668,-70.5547798666583,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"317","Supermercado Ekono - Colombia / Enrique Olivares","Colombia N° 9187",-33.538869,-70.583492,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"318","Supermercado Ekono - San José de la Estrella","San José de la Estrella N° 1007",-33.553833,-70.599356,311,49696.4267928,12,7,13110,13,102524500.67,59570.5612212,"Región Metropolitana de Santiago","La Florida","Santiago",38,353923,9313.76315789474
"319","Supermercado Ekono - Av. Lo Ovalle / Av. Punta Arenas","Av. Lo Ovalle N° 347",-33.533142,-70.610068,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"320","Supermercado Ekono - La Serena ","La Serena N° 7996",-33.531939,-70.622957,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"321","Super mercado ","Veinte Oriente Nº 6472",-33.518291,-70.622261,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"322","Supermercado Santa Isabel - Los Pensamientos","Los Pensamientos Nº 10260",-33.5509462,-70.6193188,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"323","Supermercado Santa Isabel - Joaquín Edwards Bello ","Joaquín Edwards Bello Nº 10670",-33.5580587,-70.6235347,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"324","Supermercado Ekono - Santa Rosa / Canto General","Av. Santa Rosa N° 10016",-33.551669,-70.632327,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"325","Supermercado Ekono - Av. Lo Ovalle","Av. Lo Ovalle N° 1395",-33.533171,-70.610035,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"326","Supermercado Santa Isabel - Santa Rosa / San Miguel","Av. Santa Rosa Nº 7668",-33.528022,-70.6355049,312,14001.4247777,10,7,13111,13,14519877.9967,16893.8361648,"Región Metropolitana de Santiago","La Granja","Santiago",8,111751,13968.875
"327","Supermercado Líder - La Pintana","Santa Rosa N° 13100",-33.58751112,-70.62817026,313,26302.7906973,12,7,13112,13,44063102.067,31608.3044188,"Región Metropolitana de Santiago","La Pintana","Santiago",4,170133,42533.25
"328","Supermercado Ekono - Lo Martínez","Lo Martínez N° 1397",-33.576462,-70.637279,313,26302.7906973,12,7,13112,13,44063102.067,31608.3044188,"Región Metropolitana de Santiago","La Pintana","Santiago",4,170133,42533.25
"329","Supermercado Santa Isabel ","Santa Rosa Nº 13015",-33.5862989474,-70.6295112281,313,26302.7906973,12,7,13112,13,44063102.067,31608.3044188,"Región Metropolitana de Santiago","La Pintana","Santiago",4,170133,42533.25
"330","Supermercado Líder - La Pintana","Av. Gabriela Nº 2541",-33.5853966667,-70.6263333333,313,26302.7906973,12,7,13112,13,44063102.067,31608.3044188,"Región Metropolitana de Santiago","La Pintana","Santiago",4,170133,42533.25
"331","Supermercados Erbi - Napoleón","Napoleón N° 2943",-33.4185631613,-70.5984194866,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"332","Supermercados Erbi - Santa Zita","Vía Láctea N° 3130",-33.425791,-70.5367311,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"333","Supermercados Unimarc - Av. Manquehue Sur / Latadia ","Av. Manquehue Sur N° 1700",-33.4268025,-70.5661536,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"334","Supermercado Líder Express - Estoril","Av. Las Condes N° 10295",-33.384108,-70.533958,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"335","Supermercados Erbi - Vía Láctea","Vía Láctea  N° 9130 ",-33.4256737,-70.53416282,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"336","Supermercados S Y P - Cristóbal Colón Av. Las Condes","Cristóbal Colón Nº 3707",-33.4253,-70.5871,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"337","Supermercado Santa Isabel - Manquehue Sur","Av. Manquehue Sur Nº 329",-33.411139,-70.566565,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"338","Supermercado Líder Express - Rotonda Atenas","Av. IV Centenario Nº 1016",-33.41867,-70.552177,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"339","Supermercado Santa Isabel - Camino el Alba","Camino El Alba Nº 8572",-33.407882,-70.545065,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"340","Supermercado Santa Isabel - Padre Hurtado","Av. Padre Hurtado Sur Nº 1621",-33.423858,-70.538179,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"341","Monserrat - Las condes","Av. las condes N° 9350",-33.390408,-70.541292,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"342","Supermercado Lider Express - Tomás Moro","Av. Tomás Moro N°1590",-33.424197,-70.553832,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"343","Jumbo","Camino El Alba N° 11969",-33.401154,-70.516052,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"344","Supermercado Tottus - Kennedy","Av. Presidente Kennedy N° 5601",-33.39965,-70.574742,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"345","Ekono","Av. Manquehue Sur N° 841",-33.4142598248012,-70.5657934547874,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"346","Supermercado Jumbo - Portal La Reina","Av. Francisco Bilbao N° 8750",-33.428775,-70.540588,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"347","Jumbo Bilbao","Av. Francisco Bilbao N° 4144",-33.431267,-70.578742,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"348","Supermercado Líder Express - Vespucio / Latadia","Av. Américo Vespucio Sur N° 1790",-33.4284654,-70.5745938,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"349","Supermercado Rubio","Av. Cristobal Colon Nº 4207",-33.4242561111,-70.5814572222,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"350","Supermercado Unimarc - Los Dominicos ","Los Dominicos N° 8630",-33.409898,-70.544382,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"351","Supermercado Ekono - Av. Manquehue Sur","Av. Manquehue Sur N° 841",-33.414213,-70.565684,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"352","Supermercado Santa Isabel - Cantagallo","Av. Las Condes N° 12207",-33.373775,-70.5193883333,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"353","Supermercado Unimarc - Av. Manquehue Norte ","Av. Manquehue Norte N° 1700",-33.399624,-70.570675,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"354","Supermercado Santa Isabel - Apoquindo / Camino el Alba","Av. Apoquindo Nº 8450",-33.4079085,-70.545336,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"355","Supermercado Jumbo - Mall Alto Las Condes","Av. Presidente Kennedy N° 9001",-33.388825,-70.545271,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"356","Supermercado Líder Express - Apoquindo / Manquehue","Av. Apoquindo Nº 6060",-33.408827,-70.56771,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"357","Supermercado Líder - Ñuñoa","Av. Américo Vespucio Sur N° 881 ",-33.42165504,-70.58098846,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"358","Supermercado Jumbo - Los Dominicos","Camino El Alba N° 11969",-33.400945,-70.5143,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"359","Supermercado Montserrat - Av. Las Condes","Av. Las Condes N° 9350",-33.390297579,-70.5413329609,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"360","Santa Isabel - Apoquindo ","Av. Apoquindo Nº 7200",-33.407958,-70.554352,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"361","Supermercado Ekono - Subcentro Escuela Militar","Av. Apoquindo N° 4400",-33.4135159942,-70.5829064079,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"362","Supermercado Unimarc - Av. Apoquindo","Av. Apoquindo N° 4335",-33.414666,-70.58607,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"363","Supermercado Líder Express - Cristóbal Colón / Tomás Moro","Av. Cristobal Colón Nº 7475",-33.4185067275,-70.5533091971,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"364","Unimarc","Manquehue Norte Nº  458",-33.404644,-70.569595,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"365","Supermercado Líder Express - San Carlos de Apoquindo","Av. La Plaza N° 590",-33.390112,-70.498987,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"366","Supermercado Líder - Camino El Alba ","Camino El Alba Nº 11865",-33.401285,-70.517466,315,51230.563241,11,7,13114,13,141665818.383,61618.0901476,"Región Metropolitana de Santiago","Las Condes","Santiago",36,280284,7785.66666666667
"367","Líder Express La Dehesa","Av. El Rodeo Nº 12850",-33.35305,-70.520623,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"368","Supermercado Unimarc - Av. José Alcalde Délano","Av. Jose Alcalde Delano N° 10497",-33.361293814,-70.5441601049999,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"369","Supermercado Ekono - Av. Lo Barnechea","Av. Lo Barnechea N° 1000",-33.3599328895,-70.505944354,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"370","Supermercado Jumbo - Los Trapenses","Camino Los Trapenses N° 3515",-33.344268,-70.544436,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"371","Supermercado Unimarc - Av. Las Condes / San Enrique","Av. Las Condes N° 14792",-33.363812,-70.49426,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"372","Supermercado Hiper Líder - Las Condes","Av. Las Condes Nº 12916",-33.36956875,-70.5120675,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"373","Supermercado Jumbo - Mall Portal La Dehesa","Av. La Dehesa N° 1445",-33.358401,-70.517151,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"374","Supermercado Líder Express - El Rodeo","Av. El Rodeo N° 12850",-33.35305,-70.520623,316,149539.074262,11,7,13115,13,1469676729.09,180515.436695,"Región Metropolitana de Santiago","Lo Barnechea","Santiago",8,99663,12457.875
"375","Supermercado Santa Isabel - José Joaquín Prieto","Av. José Joaquín Prieto N° 5531",-33.5323749724,-70.6828555221,317,11405.9760388,13,7,13116,13,11804789.5926,13685.6180767,"Región Metropolitana de Santiago","Lo Espejo","Santiago",2,94273,47136.5
"376","Supermercado Ekono - Lo Espejo","Gabriela Mistral N° 9099",-33.5262527805,-70.699767638,317,11405.9760388,13,7,13116,13,11804789.5926,13685.6180767,"Región Metropolitana de Santiago","Lo Espejo","Santiago",2,94273,47136.5
"377","Supermercados La Africana - San Pablo","Av. San Pablo N° 7171 ",-33.4444364,-70.73596356,318,10795.4333158,9,7,13117,13,9412959.32787,12827.1594392,"Región Metropolitana de Santiago","Lo Prado","Santiago",6,92555,15425.8333333333
"378","Supermercado Erbi - San Pablo 2","San Pablo N° 5898",-33.443018362,-70.7156770784,318,10795.4333158,9,7,13117,13,9412959.32787,12827.1594392,"Región Metropolitana de Santiago","Lo Prado","Santiago",6,92555,15425.8333333333
