"","Nombre","Direccion","Latitud","Longitud","objectid","shape_leng","dis_elec","cir_sena","cod_comuna","codregion","st_area_sh","st_length_","Region","Comuna","Provincia","cantidad super","CANT_PER","densidad_super"
"493","Supermercado Santa Isabel - José Joaquín Prieto","José Joaquín Prieto Nº 5531",-33.5026351,-70.6678347,322,13054.5635243,13,7,13121,13,12258083.3879,15005.0494402,"Región Metropolitana de Santiago","Pedro Aguirre Cerda","Santiago",6,96088,16014.6666666667
"494","Supermercado Ekono - Quemchi","Quemchi N° 5875 ",-33.502616,-70.676456,322,13054.5635243,13,7,13121,13,12258083.3879,15005.0494402,"Región Metropolitana de Santiago","Pedro Aguirre Cerda","Santiago",6,96088,16014.6666666667
"495","Supermercado Ekono - Central / Central Cardenal Raúl Silva Henríquez","Av. Central N° 5960",-33.486275,-70.686803,322,13054.5635243,13,7,13121,13,12258083.3879,15005.0494402,"Región Metropolitana de Santiago","Pedro Aguirre Cerda","Santiago",6,96088,16014.6666666667
"496","Supermercado Ekono - San Francisco","San Francisco N° 8520",-33.436462,-70.74795,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"497","Ekono - Av. Laguna Sur","Av. Laguna Sur N° 8438",-33.460206,-70.752051,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"498","Supermercado Ekono - San Daniel","San Daniel N° 8960",-33.4318641989,-70.7523867011,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"499","Supermercado Ekono - Los Lebreles","Los Lebreles N° 8746",-33.462517,-70.760672,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"500","Supermercado Ekono - El Tranque","El Tranque N° 1292",-33.433307,-70.770709,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"501","Supermercado Mayorista 10 - San Pablo / Dagoberto Godoy","San Pablo N° 8537",-33.444473,-70.748862,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"502","Supermercado Santa Isabel Travesia","Isla Portezuelo N° 615",-33.451482,-70.763152,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"503","Supermercado Ekono - Santa Norma","Santa Norma N° 9572",-33.4334888765,-70.7706377541,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"504","Supermercado Ekono - Corona Sueca","Corona Sueca N° 8710",-33.447614,-70.754665,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"505","Ekono - Av. Laguna Sur / Juan Guzmán Cruchaga","Av. Laguna Sur N° 7383",-33.461789,-70.743062,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"506","Supermercado Ekono - Av. San Pablo / Jesús Cañas","Av. San Pablo N° 9091",-33.441799,-70.762571,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"507","Supermercado Unimarc - Av. El Canal","Av. El Canal N° 19591",-33.450839,-70.848059,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"508","Supermercado Unimarc - Av. San Pablo","Av. San Pablo N° 8315",-33.4443062559999,-70.751331201,325,72008.88548,8,7,13124,13,285185488.351,86258.7516983,"Región Metropolitana de Santiago","Pudahuel","Santiago",13,214672,16513.2307692308
"509","Supermercado Santa Isabel - Lo Marcelota ","Av. Lo Marcoleta Nº 361",-33.359766,-70.744448,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"510","Supermercado Montserrat - Quilicura","Av. José Francisco Vergara N° 159",-33.36698,-70.734749,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"511","Supermercado Ekono - Santa Luisa","Santa Luisa N° 366",-33.350886,-70.73936,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"512","Supermercado Santa Isabel - Quilicura","Av. Manuel Antonio Matta Nº 437",-33.365723,-70.728844,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"513","Supermercados Hiper LTDA","Eduardo Frei Montalva Nº 8301",-33.3610368827,-70.7006803755,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"514","Supermercado Ekono - Av. Lo Cruzat / Los Europeos","Av. Lo Cruzat N° 281",-33.360011,-70.721039,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"515","Supermercado Ekono - Av. Manuel Antonio Matta / Volcán Guallatin","Av. Manuel Antonio Matta N° 369",-33.362078,-70.745641,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"516","Supermercado Ekono - General San Martín / San Luis","General San Martín N° 414",-33.366782,-70.737894,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"517","Supermercado Hiper Líder - Quilicura","Av. O'Higgins Nº 314",-33.360227,-70.72986,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"518","Supermercado Líder - Panamericana / Vespucio","Av. Presidente Eduardo Frei Montova Nº 8301 ",-33.3610368827,-70.7006803755,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"519","Supermercado Santa Isabel - Lo Marcoleta","Lo Marcoleta N° 361",-33.3604788276,-70.7454492312,326,35236.9206324,8,7,13125,13,81528020.2769,42127.3203139,"Región Metropolitana de Santiago","Quilicura","Santiago",11,202295,18390.4545454545
"520","Supermercado Acuenta","Av. Carrascal N° 6003",-33.415845,-70.711747,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"521","Supermercado Montserrat - Av. Walker Martínez","Av. Walker Martínez N° 1650",-33.431497,-70.692449,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"522","Supermercado Lo Franco","Av. Carrascal N° 4400",-33.4232514815,-70.6937144444,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"523","Supermercado Montserrat - Quinta Normal","joaquin walker martinez N° 1650",-33.430767,-70.692398,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"524","Supermercado Montserrat","Av Walker Martinez Nº 1650",-33.430767,-70.692398,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"525","Supermercado Santa Isabel - San Pablo","Av. San Pablo Nº 4870",-33.440064,-70.70187,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"526","Supermercado Unimarc - Gonzalo Bulnes","Gonzalo Bulnes N° 2407",-33.417241,-70.697968,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"527","Supermercado Ekono - Av. José Joaquín Perez / Sergio Valdovinos","Av. José Joaquín Perez N° 5199",-33.4323904229627,-70.7069134712219,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"528","Supermercado Líder - Quinta Normal ","Matucana Nº 1202",-33.4324904418,-70.6806658986,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"529","Supermercado Santa Isabel - Salvador Gutiérrez","Salvador Gutiérrez Nº 5495 ",-33.4232846,-70.7098042,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"530","Supermercado Ekono - Av. Carrascal / La Plata","Av. Carrascal N° 4436",-33.4231856282973,-70.6940817832947,327,17674.5767905,9,7,13126,13,17084299.4672,21186.4193931,"Región Metropolitana de Santiago","Quinta Normal","Santiago",11,105235,9566.81818181818
"531","Supermercado Mayorista 10 - El Salto","Av. El Salto N° 2506",-33.403922,-70.632013,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"532","Supermercado Ekono - Bellavista","Bellavista N° 257",-33.433249,-70.643296,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"533","Supermercados Erbi - Av. Perú","Av. Perú N° 845",-33.423539454,-70.6399011933,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"534","Express","Dardignac N° 29",-33.4337941086,-70.6380588807,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"535","Supermercado Cornejo","Purísima  N° 322 ",-33.43031879,-70.63817828,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"536"," Supermercado Lider","Av. Recoleta Nº 3501",-33.393337,-70.642479,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"537","Supermercado Ekono - Av. Recoleta","Av. Recoleta N° 901",-33.421977,-70.64473,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"538","Supermercado Líder - Recoleta","Av. Recoleta Nº 3501",-33.393884,-70.642525,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"539","Supermercado Ekono - Metro Einstein","Av. Recoleta N° 2302",-33.405718,-70.643165,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"540","Supermercado Ekono - Recoleta / Santos Dumont","Av. Recoleta Nº 901 ",-33.4216926087,-70.6444796377,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"541","Supermercado Ekono - Av. Recoleta / Eusebio Lillo","Av. Recoleta N° 351",-33.42897,-70.64681,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"542","Supermerado Ekono - Av. El Salto","Av. El Salto N° 1871",-33.410823,-70.636648,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"543","Supermercado Santa Isabel","Av. Recoleta Nº 2746",-33.4020632,-70.6429581,328,18338.2183211,9,7,13127,13,22529573.6344,22003.86342,"Región Metropolitana de Santiago","Recoleta","Santiago",13,149163,11474.0769230769
"544","Supermercado Ekono - Condell ","Condell N° 1833",-33.402122,-70.730974,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"545","Supermercado Montserrat - Av. Domingo Santa María ","Av. Domingo Santa María N° 4112",-33.405264,-70.70452,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"546","Supermercado Acuenta - Vicuña Mackenna","Av. Vicuña Mackenna N° 1050",-33.407966,-70.746034,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"547","Supermercado Montserrat - Miraflores / El Montijo","Av. Miraflores N° 8045",-33.40021,-70.752992,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"548","Supermercado Unimarc","Vicuña Mackenna N° 7.110",-33.394127,-70.750616,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"549","Supermercado Ekono - Brasil / La Punta","Brasil N° 7073",-33.4001335440201,-70.7448506355286,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"550","Supermercado Mayorista Alvi - Renca","Caupolicán N° 1340",-33.406224,-70.69997,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"551","Supermercado Montserrat - Av. José Manuel Balmaceda","Av. José Manuel Balmaceda N° 4569",-33.402103,-70.714572,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"552","Supermercado Unimarc - Av. Brasil","Av. Brasil N° 7085",-33.400633,-70.744353,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
"553","Supermercado Santa Isabel - Domingo Santa María ","Av. Domingo Santa María Nº 3962",-33.40672,-70.70048,329,28974.9567113,9,7,13128,13,34071271.6529,34707.5182161,"Región Metropolitana de Santiago","Renca","Santiago",10,140782,14078.2
